id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,tipo,modelo,assunto,language
2,cinq-technologies,,2020-11-12,"Are you already working with #innovation as a #strategy in your company?In our newest blog post, you will see insights about the #future of corporate innovation, how it meets the market needs and expectations, offering financial return to companies: https://lnkd.in/dtKKU6R'",11,0,0,"#innovation, #strategy, #future",linkedin,,,,en
26,globant,,2020-11-05,"Due to the huge number of nominations we received this week for the #WomenAwards #WomenThatBuild edition, we decided to extend the deadline for you to nominate your candidate until November 8! \U0001f929Nominate her now, and remember that the more nominations she receives, the better her chances of winning. ⭐ https://bit.ly/2ZFgpQ9'",63,0,0,"#WomenAwards, #WomenThatBuild",linkedin,branding,premiações,Women Employement,en
32,globant,,2020-11-05,"📣 Last days to nominate! Check out the categories of #GlobantAwards #WomenthatBuild edition and think on those women who inspire, lead and create change 🙌 Nominate your candidate here: https://bit.ly/2ZFgpQ9'",37,0,0,"#GlobantAwards, #WomenthatBuild",linkedin,branding,premiações,Women Employement,en
34,globant,,2020-11-05,"Augmented Coding will generate the documentation for your code, among other amazing features. \U0001f929 Check our demo and explore all the infinite possibilities Augmented Coding has for you: https://bit.ly/3o1bbZk#Followthecode #SoftwareDevelopment #Converge2020 #GlobantConverge'",86,1,719,"#Followthecode, #SoftwareDevelopment, #Converge2020, #GlobantConverge'",linkedin,técnico,post,Divulgação de Demo,en
35,globant,,2020-11-05,"¡Todo lo que siempre quisiste saber sobre la Esclerosis Múltiple y no te atreviste a preguntar!En esta nueva edición de las charlas #Bekind, los Globers Yolanda Alfaro Peral y David de Juan Calvo nos lo cuentan en primera persona.La charla será el próximo 5 de noviembre, inscríbete 👉 https://bit.ly/320lSSR#BeKind #Diversidad #CafeConProtagonistas'",75,0,0,"#Bekind,, #BeKind, #Diversidad, #CafeConProtagonistas'",linkedin,branding,webinar,Diversidade e Inclusão,es
39,globant,,2020-11-05,"""Have you ever wondered what happens if you mix Halloween with technology? We have, and this is the result…🎃Learn how Andy O'Neill made a fun & scary D-Eye-Y pumpkin for spooky season using arduino and 3D printing!Discover more about this project at 👉 https://bit.ly/35R91TQ #Halloween #Spookyseason #Arduino #Pumpkin #DIY""",106,0,927,"#Halloween, #Spookyseason, #Arduino, #Pumpkin, #DIY""",linkedin,branding,post,Halloween,en
42,globant,,2020-11-05,"The #FinancialServices sector is going through a time of profound transformation. 📈 Faced with an uncertain future, the ""new normal"" forces banks to rethink their business models.Join our experts, Santiago Greco and Lucas Juri, in this upcoming webinar where they’ll explore how banks and financial services firms are responding to the biggest transformation challenge of the last decades. https://bit.ly/31VE2F2 #BusinessHacking'",64,0,0,"#FinancialServices, #BusinessHacking'",linkedin,negócios,webinar,Financial Services,en
47,globant,,2020-11-05,"Los invitamos a participar del ciclo CEO Talks de AmCham Argentina el próximo viernes 6 de noviembre a las 9:30am (ART). Un espacio online para conversar junto a líderes del mercado como Patricia Pomies, nuestra Chief Delivery & People Officer.¡Inscribite en el link! ➡️ https://lnkd.in/dYGZvGV#AmChamCEOTalks #WomenThatBuild #StayRelevant'",21,0,0,"#AmChamCEOTalks, #WomenThatBuild, #StayRelevant'",linkedin,branding,webinar,Women Employement,es
49,globant,,2020-11-05,Smart #farming is one of the key practices of our Life Sciences Studio. 🚜 Discover how the use of satellite technology is being used to improve crop performance in our latest article written by Gonzalo Quiroga. 👉 https://bit.ly/2HJY2TS',45,0,0,#farming,linkedin,negócios,artigo,Agricultura,en
51,globant,,2020-11-05,"There is an undeniable gender gap in the IT industry. According to UNESCO, only 35% of STEM students globally are women. 👩\u200d💼💻Learn how we are breaking with industry trends and retaining female talent 💥 https://bit.ly/3ky9513#WomenThatBuild #WomenInTech #WomenInSTEM'",76,1,0,"#WomenThatBuild, #WomenInTech, #WomenInSTEM'",linkedin,branding,artigo,Women Employement,en
62,globant,,2020-11-05,"A variety of languages, the context, and the complexity of simple conversations are some of the challenges when building #ConversationalInterfaces. In this article written by Matias Fernandez, Tech Director from Globant, we explore each of them. https://bit.ly/3jEWQiJ #StayRelevant'",93,0,0,"#ConversationalInterfaces., #StayRelevant'",linkedin,employer branding,artigo,Work remote,en
64,globant,,2020-11-05,"Para la primera edición de los premios #GlobantAwards #WomenThatBuild, nos complace anunciar que hemos reunido un panel de jueces excepcional. 🏆Conoce a nuestro comité de evaluación global, donde Linda Rottenberg, Shari Loessberg, The Edge, Patricia Pomies, Martin Migoya y Guibert Englebienne se unirán a nosotros para la deliberación. 🙌 Si aún no has nominado a tu candidata, puedes hacerlo aquí: https://bit.ly/3mvoOzi'",47,0,0,"#GlobantAwards, #WomenThatBuild,",linkedin,branding,premiações,Women Employement,es
65,globant,,2020-11-05,Gracias por ser parte de #LaNuevaEraEspacial. 👨\u200d🚀 👩\u200d🚀Puedes revivir lo mejor del evento en nuestro canal de YouTube: https://bit.ly/3oGZR51¡Te esperamos en una próxima edición! 🚀',38,0,0,#LaNuevaEraEspacial.,linkedin,,,,es
70,globant,,2020-11-05,"¡Últimos días de nominaciones, no dejes de participar de los #GlobantAwards #WomenThatBuild edition! 🏆 💻 Te invitamos a reconocer y postular a mujeres que han hecho su carrera en tecnología, y cuyas historias merecen ser contadas y visibilizadas. 💁 ¡Conoce todos los detalles del premio y postula a tu candidata! https://bit.ly/3mvoOzi#GlobantAwards #WomenAwards #WomenThatBuild'",40,0,0,"#GlobantAwards, #WomenThatBuild, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin,branding,premiações,Women Employement,es
78,globant,,2020-11-05,¿Se puede pensar en seguridad al 100% para prevenir cualquier amenaza?Te invitamos a participar de un evento especial junto a nuestros especialistas de Seguridad Informática y Bureau Veritas Group. Inscripción: https://bit.ly/3oJpeDd#Ciberseguridad #Cybersecurity',20,1,0,"#Ciberseguridad, #Cybersecurity'",linkedin,,,,es
84,globant,,2020-11-05,"Tomorrow is the last day of nominations for the #WomenAwards #WomenThatBuild edition. 🏷️ Tag those women who inspire, lead and help create change and nominate them for the awards. Remember, the more nominations your candidate receives, the better her chances of winning! \U0001f929 https://bit.ly/2ZFgpQ9'",152,40,0,"#WomenAwards, #WomenThatBuild",linkedin,branding,premiações,Women Employement,en
102,globant,,2020-11-05,"Estamos convencidos de que la tecnología puede ayudar a mejorar la vida de las personas. 🙌 Dale!, es un videojuego creado por Beatriz Diuk, investigadora del Conicet, y desarrollado por Globant que nace con la premisa de combinar la tecnología y la educación con el objetivo de combatir el analfabetismo en zonas vulnerables. 🎮 Lee la nota completa: 👉 https://bit.ly/3e5pjMQ'",130,0,0,,linkedin,,,,es
17,softexnacional,,2020-11-05,"Inscrições abertas para WAMPS Comunidade MPS.BR https://lnkd.in/dkhJu_c.O Workshop Anual do MPS 2020, imersivo e totalmente online, tem o objetivo de reconhecer a perspectiva de startups em diferentes estágios de crescimento quanto a processos de software e serviços, de forma a favorecer o seu crescimento sustentável. .Confira a programação e participe: https://lnkd.in/dVEMzE9.#QualidadeSoftware #MelhoriaProcessos.Ana Cog'",15,0,0,"#QualidadeSoftware, #MelhoriaProcessos.Ana",linkedin,,,,pt
0,bairesdev,,2020-11-05,"BairesDev was selected as one of the Fastest-Growing Private Companies in the Bay Area by the San Francisco Business Times! The combination of a remote mindset, a smart work approach, and a team built with the Top 1% of IT Talent will keep pushing us forward. Congratulations to our entire team!Learn more at: https://lnkd.in/di-9nFh#Awards #SmartWork #Talent'",121,1,0,"#Awards, #SmartWork, #Talent'",linkedin,,,,en
16,bairesdev,,2020-11-05,Technical expertise and unparalleled experience are just a few of the many benefits of our Development teams. Discover more about our teams composed only by the Top 1% of IT Talent.https://lnkd.in/dk7wua3',20,0,0,,linkedin,,,,en
22,bairesdev,,2020-11-05,"We are looking for React Native Developers to join our team!• 5+ years of experience in Front End development with strong skills in Javascript, CSS3, and HTML5.• 2+ years of experience working with RoR.• 1+ years of experience developing Web applications using ReactJS, Flux, Redux, Relay, etc.• Familiar with the concepts of basic programming, data structures, types of variables, and idiosyncrasies.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dGGSqKp#JobSearch #ReactNative'",35,1,0,"#JobSearch, #ReactNative'",linkedin,employer branding,post,Abertura de Vagas,en
23,bairesdev,,2020-11-05,"We are looking for Angular Developers to join us!• 4+ years of experience in Angular 2+.• Experience in developing applications using Angular/Java technology stack.• Solid experience with HTML, CSS, and writing cross-browser compatible code.• Strong knowledge of AJAX and JavaScript Dom manipulation Techniques.• Experience with MSSQL and/or PostgresSQL.• Experience with React is a plus.• Advanced English level.Apply here: https://lnkd.in/dRGd4dR#Jobs #Angular'",54,4,0,"#Jobs, #Angular'",linkedin,employer branding,post,Abertura de Vagas,en
26,bairesdev,,2020-11-05,"We are looking for Shopify Developers to join us!• 6+ years of experience working with different technologies.• 5+ years of experience working with Shopify technology.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/de5tkeh #JobSearch #Shopify'",38,1,0,"#JobSearch, #Shopify'",linkedin,employer branding,post,Abertura de Vagas,en
27,bairesdev,,2020-11-05,"Thanks to technologies that enable remote work and collaboration, distributed software development is not only possible but also a more practical alternative. In this article, Edward ""E.B."" Batten, BairesDev\'s EVP of Growth, highlights the evolution of outsourcing software development during the pandemic. Check out the full article here: https://lnkd.in/dnYvb95#SoftwareDevelopment #DistributedTeams'",36,0,0,"#SoftwareDevelopment, #DistributedTeams'",linkedin,negócios,artigo,outsourcing software development,en
29,bairesdev,,2020-11-05,"Productivity software refers to any tool or platform that helps you and your team be more productive. In this article, learn how you too can implement the right tool for your business and power your digital acceleration.Read more: https://lnkd.in/dANe9U3#ProductivitySoftware #DigitalAcceleration'",27,2,0,"#ProductivitySoftware, #DigitalAcceleration'",linkedin,negócios,artigo,Digital Acceleration,en
32,bairesdev,,2020-11-05,We offer full Blockchain Services to help your business work in a smarter way while reducing risks and improving security. We are ready to help you apply this technology and drive your digital transformation.https://lnkd.in/dtE_Pn9',30,0,0,,linkedin,,,,en
36,bairesdev,,2020-11-05,"Quality assurance has been one of the best ways to guarantee an ideal customer experience in software products. In this article, Damian Scalerandi explains how better CX drives business success in modern markets. Learn more here: https://lnkd.in/dZBasq8#CustomerExperience #CX #CustomerLoyalty'",40,1,0,"#CustomerExperience, #CX, #CustomerLoyalty'",linkedin,negócios,artigo,Customer Experience,en
38,bairesdev,,2020-11-05,Welcome to our newest team members.Agustin M. - Ramiro Cevallos - Marcos Akerman - Fernando Guimarães - Eduardo Marín Nicolalde#NewTeam',77,1,0,#NewTeam',linkedin,,,,en
40,bairesdev,,2020-11-05,Our team is always growing. Welcome aboard!Manoel Souza - Daniela Franca - Sérgio Rodrigues - Andre Young Almeida - Pedro Carnelutti Morais#NewTeam',122,1,0,#NewTeam',linkedin,,,,en
5,hexacta,,2020-11-05,"What are Smart Contracts and how are they related to Blockchain technology? Here our PM, Martin Buttazzi explains what the term means and outlines some benefits Smart Contracts have to offer to companies around the world.#smartcontracts #blockchain'",5,0,0,"#smartcontracts, #blockchain'",linkedin,,,,en
9,hexacta,,2020-11-05,"Nowadays, working with distributed software teams has plenty of benefits to offer to businesses around the world. Here are some useful tips to consider when working with #remote teams!'",13,0,0,#remote,linkedin,,,,en
