id,company,post_title,post_date,post_text,Tipo,Assunto,Modelo,post_likes,post_comments,post_video_views,post_hashtags,origin
125,ciandt,,2020-11-19,"Na próxima semana, na HSM Expo, daremos um importante passo para promover muita troca e conhecimento compartilhando os primeiros módulos do nosso Transformation Stack, um conjunto poderoso de ferramentas e metodologias capazes de impulsionar grandes impactos de negócio. Confira nossos painéis:09/11> Business strategy  • Strategic Mapping (com Rogerio Luis Hervatin)• Hoshin + A3 + OKRs (com Gílson Gueler Gaseorowski)10/11> Discovery  • Dinâmicas de design (com Mauro Radomile e Jeancarlo Cerasoli) • Gestão de produto (com Mauro Radomile e Luiz Reolon)11/11> Operational  Excellence • PDCA + Situation Wall + KPIS (com ⚡️Taís Assad Della Santina) • Entrega contínua e aprendizados (com Fábio Santina)Faça parte desse momento: inscreva-se nos painéis do seu interesse: https://lnkd.in/dHX77Ah'",Négocio,transformação,Eventos Externo,176,2,0,,linkedin
0,iteris-consultoria-e-software,,2021-02-16,"Mas também não deixei para depois, afinal, você só tem mais 4 dias para se inscrever!O Hackathon Decola Iteris é uma experiência inovadora que abrirá as portas para o seu futuro. No Decola (período de formação de 10 semanas) você conhecerá as principais técnicas e desenvolverá seu lado comportamental. Em seguida você terá a oportunidade de atuar em clientes reais, vivendo o dia a dia da profissão de maneira supervisionada, assim, quando você se formar no programa, estará pronto para o mercado.Você não vai deixar essa oportunidade passar, né?https://lnkd.in/eq4_7ss#HackathonDecola #EstágioIteris #VemFazerAcontecer #Iteris'",Employer Branding,Estágio,Post,29,0,0,"#HackathonDecola, #EstágioIteris, #VemFazerAcontecer, #Iteris'",linkedin
1,iteris-consultoria-e-software,,2021-02-13,"No atual cenário mundial, onde o trabalho remoto tornou-se ainda mais comum, a atuação do Data Manager é essencial tanto para a segurança quanto para a estratégia das áreas de tecnologia.Acesse o link e conheça os 4 pontos principais de atuação do Data Manager https://lnkd.in/emnrN-B#RH #TI #transformacaodigital #CAP2AM #Iteris'",Técnico,Transformação Digital,Post,2,0,0,"#RH, #TI, #transformacaodigital, #CAP2AM, #Iteris'",linkedin
2,iteris-consultoria-e-software,,2021-02-11,"Então seu life style combina com o nosso!Mas além das chamadas “softs skills”, você também precisa cumprir alguns pré-requisitos. Olha só:· Estar cursando graduação ou técnico em tecnologia com conclusão prevista para Dez/2022 e Dez/2023.· Ter disponibilidade para estagiar de segunda à sexta, das 9h às 16h.· Ter bons conhecimentos em Lógica de Programação.Deu match? Então clique na imagem e faça sua inscrição!https://bit.ly/3r0NZet #HackathonDecola #EstágioIteris #VemFazerAcontecer #Iteris'",Employer Branding,Estágio,Post,65,4,0,"#HackathonDecola, #EstágioIteris, #VemFazerAcontecer, #Iteris'",linkedin
3,iteris-consultoria-e-software,,2021-02-03,"A sinergia entre as áreas de RH e TI não está indo muito bem? Uma solução que integre os processos dessas áreas pode ser fundamental para sanar essas dificuldades.Para saber como superar os desafios para que TI e RH trabalhem juntos, acesse o artigo https://lnkd.in/eQ4tB47#recursoshumanos #TI #gerenciamento #integração #eficiencia #transformacaodigital #CAP2AM #Iteris #Gestaodeacessos'",Employer Branding,Gestão de Acessos,Post,36,0,0,"#recursoshumanos, #TI, #gerenciamento, #integração, #eficiencia, #transformacaodigital, #CAP2AM, #Iteris, #Gestaodeacessos'",linkedin
4,iteris-consultoria-e-software,,2021-02-10,Ainda tem dúvidas da importância do profissional de Data Manager para a transformação digital da sua empresa?Então acesse o artigo https://lnkd.in/emnrN-B e saiba mais sobre o assunto!#Gestaodeacessos #AccessManagement #CAP2AM #Iteris',Técnico,Gestão de Acessos (foco Segurança),Post,17,0,0,"#Gestaodeacessos, #AccessManagement, #CAP2AM, #Iteris'",linkedin
5,iteris-consultoria-e-software,,2021-01-27,"A espera acabou! A edição Kepler do Hackathon Decola Iteris está on e você não vai deixar essa oportunidade passar, não é mesmo?Clique na imagem e faça sua inscrição.Na 7ª edição do Hackathon Decola, os(as) candidatos(as) selecionados(as) passarão por um treinamento online de 6 horas + 6 horas de monitoria para dúvidas. No dia 13/03 será realizado o Hackathon - maratona de programação para seleção dos 15 estagiários(as).https://lnkd.in/eq4_7ss#HackathonDecola #EstágioIteris #VemFazerAcontecer #Iteris'",Employer Branding,Hackathon,Eventos Externo,118,3,0,"#HackathonDecola, #EstágioIteris, #VemFazerAcontecer, #Iteris'",linkedin
6,iteris-consultoria-e-software,,2021-02-10,"A 7ª edição do Hackathon Decola Iteris vai funcionar assim:Os candidatos aprovados nos testes serão convidados para um treinamento online de 6 horas com mais 6 horas de monitoria para dúvidas.Depois, no dia 13/03, os participantes serão divididos em grupos e receberão o desafio de solucionar um problema comum do dia a dia dos Devs. Durante essa etapa, os candidatos serão avaliados por uma comissão técnica e comportamental.Na semana seguinte, entre os dias 15 e 19 de março, os aprovados serão divulgados.Para mais detalhes é só clicar na imagem!https://bit.ly/3r0NZet #HackathonDecola #EstágioIteris #VemFazerAcontecer #Iteris'",Employer Branding,Hackathon,Eventos Externo,74,11,0,"#HackathonDecola, #EstágioIteris, #VemFazerAcontecer, #Iteris'",linkedin
7,iteris-consultoria-e-software,,2021-01-18,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Acesse o link https://lnkd.in/ezXmbYd e cadastre-se agora mesmo.Essas vagas não correspondem ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#carreira #tecnologia #ti #iteris #carreiraiteris'",Employer Branding,Carreiras,Post,70,4,1360,"#carreira, #tecnologia, #ti, #iteris, #carreiraiteris'",linkedin
8,iteris-consultoria-e-software,,2021-02-03,"Mais do que um programa de estágio, o Hackathon Decola é uma experiência de transformação pessoal e profissional.Acreditamos e investimos em nossa gente, por isso procuramos pessoas com vontade de aprender e de se desenvolver.Na Iteris você terá a oportunidade de treinar > se formar > se desenvolver > crescer > e se tornar um sócio.Participe do processo: https://bit.ly/3r0NZet #HackathonDecola #EstágioIteris #VemFazerAcontecer #Iteris'",Employer Branding,Hackathon,Eventos Externo,82,0,0,"#HackathonDecola, #EstágioIteris, #VemFazerAcontecer, #Iteris'",linkedin
9,iteris-consultoria-e-software,,2021-01-18,"A adoção de sistemas para controle de identidade e acessos é cada vez mais comum entre as empresas, já que garante a eficiência dos processos, além de segurança da informação e economia.Saiba mais sobre o tema no artigo de hoje  https://lnkd.in/dgFxcmu #tecnologia #recursoshumanos #segurancadedados #gerenciamento #acessoremoto #eficiencia #economia #produtividade #transformacaodigital #CAP2AM\u202f#Iteris\u202f#Gestaodeacessos'",Técnico,Gestão de Acessos (foco Segurança),Post,85,0,0,"#tecnologia, #recursoshumanos, #segurancadedados, #gerenciamento, #acessoremoto, #eficiencia, #economia, #produtividade, #transformacaodigital, #CAP2AM\u202f#Iteris\u202f#Gestaodeacessos'",linkedin
10,iteris-consultoria-e-software,,2020-12-19,"Gerenciar os acessos da sua empresa, além de diminuir riscos legais, reduz custos e agrega valor ao trabalho impactando diretamente na produtividade do time.Conheça outras vantagens de ter um sistema de Access Management. Clique aqui e saiba mais https://lnkd.in/dHx9w45#tecnologia #tecnologiadainformacao #recursoshumanos #segurancadedados #gerenciamento #acessoremoto #transformacaodigital #trabalhoremoto \u202f#CAP2AM \u202f#Iteris \u202f#Gestaodeacessos'",Técnico,Gestão de Acessos (foco Segurança),Post,93,0,0,"#tecnologia, #tecnologiadainformacao, #recursoshumanos, #segurancadedados, #gerenciamento, #acessoremoto, #transformacaodigital, #trabalhoremoto, #CAP2AM, #Iteris, #Gestaodeacessos'",linkedin
11,iteris-consultoria-e-software,,2020-12-19,Acesse o artigo e conheça as três últimas etapas do Procurement that Flows e garanta uma atuação estratégica para sua área de aquisições.Acesse https://lnkd.in/dKucK95#CAPProcurement #ProcurementThatFlows #ProcessManagementSuite #Spendmanagement #Sourcing #Supplier',Négocio,Impacto Estratégico de Compras (Procurement That Flows),Post,131,0,0,"#CAPProcurement, #ProcurementThatFlows, #ProcessManagementSuite, #Spendmanagement, #Sourcing, #Supplier'",linkedin
12,iteris-consultoria-e-software,,2021-01-27,Ainda tem dúvidas se deve ou não implementar um sistema de gestão de identidade e de acessos?Então você precisa ler este ebook! https://lnkd.in/ecVW2dr#ebook #AccessManagement #Iteris #CAPPlatform #CAP2AM',Técnico,Gestão de Acessos (foco Segurança),Ebook,90,0,0,"#ebook, #AccessManagement, #Iteris, #CAPPlatform, #CAP2AM'",linkedin
13,iteris-consultoria-e-software,,2020-11-19,"Precisa simplificar os fluxos da empresa e reduzir custos? Então invista em uma plataforma de desenvolvimento low-code, as LCAPs.Para saber mais sobre o assunto, leia nosso artigo: https://lnkd.in/d9rXu3f#LCAPs #lowcode #Iteris #CAPWorkflow #automatizacao #desenvolvimento #programacao #tecnologia'",Técnico,Tecnologia,Post,54,0,0,"#LCAPs, #lowcode, #Iteris, #CAPWorkflow, #automatizacao, #desenvolvimento, #programacao, #tecnologia'",linkedin
14,iteris-consultoria-e-software,,2020-11-19,Acesse nosso artigo confira as principais práticas para implementar processos adaptados à realidade do negócio por meio do Procurament that FlowsTM.#CAPProcurement #ProcurementThatFlows #ProcessManagementSuite #Spendmanagement #Sourcing #Supplierhttps://lnkd.in/d4QQt3k',Négocio,Impacto Estratégico de Compras (Procurement That Flows),Post,108,0,0,"#CAPProcurement, #ProcurementThatFlows, #ProcessManagementSuite, #Spendmanagement, #Sourcing, #Supplierhttps://lnkd.in/d4QQt3k'",linkedin
15,iteris-consultoria-e-software,,2020-12-19,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Acesse o link https://lnkd.in/ezXmbYd e cadastre-se agora mesmo.Essas vagas não correspondem ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#carreira #tecnologia #ti #iteris #carreiraiteris'",Employer Branding,Carreiras,Post,64,1,882,"#carreira, #tecnologia, #ti, #iteris, #carreiraiteris'",linkedin
16,iteris-consultoria-e-software,,2020-10-20,Soluções inteligentes podem facilitar o dia a dia das atividades conjuntas entre RH e TI. Quer saber como? Leia o nosso artigo!#RH #RecursosHumanos # GenteeGestão #TI #Tecnologia #CAP2AM #Iteris',Técnico,Gestão de Pessoas,Post,48,0,0,"#RH, #RecursosHumanos, # GenteeGestão, #TI, #Tecnologia, #CAP2AM, #Iteris'",linkedin
17,iteris-consultoria-e-software,,2020-12-19,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Acesse o link https://lnkd.in/ezXmbYd e cadastre-se agora mesmo.Essas vagas não correspondem ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#carreira #tecnologia #ti #iteris #carreiraiteris'",Employer Branding,Carreiras,Post,60,1,905,"#carreira, #tecnologia, #ti, #iteris, #carreiraiteris'",linkedin
18,iteris-consultoria-e-software,,2020-11-19,"Quer ter uma área de compras com operações simplificadas, fácil adaptação e impacto estratégico para o negócio?Então clique na imagem e conheça os 3 primeiros princípios do Procurement that FlowsTM.#CAPProcurement #ProcurementThatFlows #ProcessManagementSuite #Spendmanagement #Sourcing #Supplier'",Négocio,Impacto Estratégico de Compras (Procurement That Flows),Post,115,0,0,"#CAPProcurement, #ProcurementThatFlows, #ProcessManagementSuite, #Spendmanagement, #Sourcing, #Supplier'",linkedin
19,iteris-consultoria-e-software,,2020-10-20,Quer saber como uma ação coordenada entre Gente e Gestão e TI pode evitar riscos legais relacionados ao trabalho remoto?Então dê uma lida nesse artigo.#genteegestao #si #seguranca #infraestrutura #tecnologia #recursoshumanos #segurancadedados #governanca #gerenciamento #trabalhoremoto #CAP2AM #Iteris #Gestaodeacessos #IGA',Técnico,Gestão de Acessos (foco Segurança),Post,40,0,0,"#genteegestao, #si, #seguranca, #infraestrutura, #tecnologia, #recursoshumanos, #segurancadedados, #governanca, #gerenciamento, #trabalhoremoto, #CAP2AM, #Iteris, #Gestaodeacessos, #IGA'",linkedin
20,iteris-consultoria-e-software,,2020-12-19,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Acesse o link https://lnkd.in/ezXmbYd e cadastre-se agora mesmo.Essas vagas não correspondem ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#carreira #tecnologia #ti #iteris #carreiraiteris'",Employer Branding,Carreiras,Post,48,0,651,"#carreira, #tecnologia, #ti, #iteris, #carreiraiteris'",linkedin
21,iteris-consultoria-e-software,,2020-12-19,"A Iteris, por meio do Hackathon Decola – Edição Vostok 6, quer romper os estereótipos de gênero no mercado de Tecnologia, atuando nas duas pontas do problema: a causa e a consequência.E quem melhor para falar sobre essas questões do que as próprias mulheres que enfrentam esse desafio?Acesse o link https://bit.ly/3mr5hQ0, inscreva-se e participe desse bate-papo com a gente.Dia 03/12, às 9h.Convidadas: Neivia Justa, Dunia Sati, Taynara Alcântara#webinar #mulheresnati #resilienciafeminina #estereotipodegenero #hackathon #decola #vostok6 #iteris'",Employer Branding,Diversidade,Eventos Externo,136,11,3840,"#webinar, #mulheresnati, #resilienciafeminina, #estereotipodegenero, #hackathon, #decola, #vostok6, #iteris'",linkedin
