id,company,post_date,post_text,post_likes,post_comments,assunto,,,
7,iteris-consultoria-e-software,2021-01-18,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Acesse o link https://lnkd.in/ezXmbYd e cadastre-se agora mesmo.Essas vagas não correspondem ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#carreira #tecnologia #ti #iteris #carreiraiteris'",70,4,Carreira,,,
8,iteris-consultoria-e-software,2021-02-03,"Mais do que um programa de estágio, o Hackathon Decola é uma experiência de transformação pessoal e profissional.Acreditamos e investimos em nossa gente, por isso procuramos pessoas com vontade de aprender e de se desenvolver.Na Iteris você terá a oportunidade de treinar > se formar > se desenvolver > crescer > e se tornar um sócio.Participe do processo: https://bit.ly/3r0NZet #HackathonDecola #EstágioIteris #VemFazerAcontecer #Iteris'",82,0,Diversidade,,,
9,iteris-consultoria-e-software,2021-01-18,"A adoção de sistemas para controle de identidade e acessos é cada vez mais comum entre as empresas, já que garante a eficiência dos processos, além de segurança da informação e economia.Saiba mais sobre o tema no artigo de hoje  https://lnkd.in/dgFxcmu #tecnologia #recursoshumanos #segurancadedados #gerenciamento #acessoremoto #eficiencia #economia #produtividade #transformacaodigital #CAP2AM\u202f#Iteris\u202f#Gestaodeacessos'",85,0,Transformação Digital,,,
10,iteris-consultoria-e-software,2020-12-19,"Gerenciar os acessos da sua empresa, além de diminuir riscos legais, reduz custos e agrega valor ao trabalho impactando diretamente na produtividade do time.Conheça outras vantagens de ter um sistema de Access Management. Clique aqui e saiba mais https://lnkd.in/dHx9w45#tecnologia #tecnologiadainformacao #recursoshumanos #segurancadedados #gerenciamento #acessoremoto #transformacaodigital #trabalhoremoto \u202f#CAP2AM \u202f#Iteris \u202f#Gestaodeacessos'",93,0,Transformação Digital,,,
11,iteris-consultoria-e-software,2020-12-19,Acesse o artigo e conheça as três últimas etapas do Procurement that Flows e garanta uma atuação estratégica para sua área de aquisições.Acesse https://lnkd.in/dKucK95#CAPProcurement #ProcurementThatFlows #ProcessManagementSuite #Spendmanagement #Sourcing #Supplier',131,0,Segmentos de Mercado,,,
12,iteris-consultoria-e-software,2021-01-27,Ainda tem dúvidas se deve ou não implementar um sistema de gestão de identidade e de acessos?Então você precisa ler este ebook! https://lnkd.in/ecVW2dr#ebook #AccessManagement #Iteris #CAPPlatform #CAP2AM',90,0,Conteúdo Técnico,,,
13,iteris-consultoria-e-software,2020-11-19,"Precisa simplificar os fluxos da empresa e reduzir custos? Então invista em uma plataforma de desenvolvimento low-code, as LCAPs.Para saber mais sobre o assunto, leia nosso artigo: https://lnkd.in/d9rXu3f#LCAPs #lowcode #Iteris #CAPWorkflow #automatizacao #desenvolvimento #programacao #tecnologia'",54,0,Conteúdo Técnico,,,
14,iteris-consultoria-e-software,2020-11-19,Acesse nosso artigo confira as principais práticas para implementar processos adaptados à realidade do negócio por meio do Procurament that FlowsTM.#CAPProcurement #ProcurementThatFlows #ProcessManagementSuite #Spendmanagement #Sourcing #Supplierhttps://lnkd.in/d4QQt3k',108,0,Segmentos de Mercado,,,
15,iteris-consultoria-e-software,2020-12-19,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Acesse o link https://lnkd.in/ezXmbYd e cadastre-se agora mesmo.Essas vagas não correspondem ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#carreira #tecnologia #ti #iteris #carreiraiteris'",64,1,Carreira,,,
16,iteris-consultoria-e-software,2020-10-20,Soluções inteligentes podem facilitar o dia a dia das atividades conjuntas entre RH e TI. Quer saber como? Leia o nosso artigo!#RH #RecursosHumanos # GenteeGestão #TI #Tecnologia #CAP2AM #Iteris',48,0,Marca,,,
17,iteris-consultoria-e-software,2020-12-19,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Acesse o link https://lnkd.in/ezXmbYd e cadastre-se agora mesmo.Essas vagas não correspondem ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#carreira #tecnologia #ti #iteris #carreiraiteris'",60,1,Carreira,,,
18,iteris-consultoria-e-software,2020-11-19,"Quer ter uma área de compras com operações simplificadas, fácil adaptação e impacto estratégico para o negócio?Então clique na imagem e conheça os 3 primeiros princípios do Procurement that FlowsTM.#CAPProcurement #ProcurementThatFlows #ProcessManagementSuite #Spendmanagement #Sourcing #Supplier'",115,0,Segmentos de Mercado,,,
19,iteris-consultoria-e-software,2020-10-20,Quer saber como uma ação coordenada entre Gente e Gestão e TI pode evitar riscos legais relacionados ao trabalho remoto?Então dê uma lida nesse artigo.#genteegestao #si #seguranca #infraestrutura #tecnologia #recursoshumanos #segurancadedados #governanca #gerenciamento #trabalhoremoto #CAP2AM #Iteris #Gestaodeacessos #IGA',40,0,Marca,,,
20,iteris-consultoria-e-software,2020-12-19,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Acesse o link https://lnkd.in/ezXmbYd e cadastre-se agora mesmo.Essas vagas não correspondem ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#carreira #tecnologia #ti #iteris #carreiraiteris'",48,0,Carreira,,,
21,iteris-consultoria-e-software,2020-12-19,"A Iteris, por meio do Hackathon Decola – Edição Vostok 6, quer romper os estereótipos de gênero no mercado de Tecnologia, atuando nas duas pontas do problema: a causa e a consequência.E quem melhor para falar sobre essas questões do que as próprias mulheres que enfrentam esse desafio?Acesse o link https://bit.ly/3mr5hQ0, inscreva-se e participe desse bate-papo com a gente.Dia 03/12, às 9h.Convidadas: Neivia Justa, Dunia Sati, Taynara Alcântara#webinar #mulheresnati #resilienciafeminina #estereotipodegenero #hackathon #decola #vostok6 #iteris'",136,11,Diversidade,,,
22,iteris-consultoria-e-software,2020-11-19,"Você é apaixonado por tecnologia, tem atitude e espírito colaborativo e busca a excelência nos resultados?Então vem fazer acontecer com a gente!Acesse o link https://lnkd.in/ezXmbYd e cadastre-se agora mesmo.Essas vagas não correspondem ao seu perfil? Acesse nossa página de carreiras e confira outras oportunidades ou cadastre seu currículo em nosso banco de talentos.#carreira #tecnologia #ti #iteris #carreiraiteris'",85,0,Carreira,,,
23,iteris-consultoria-e-software,2020-10-20,"No último dia 22, o CAP Platform Brasil realizou o primeiro CAP Talk, um webinar que contou com a presença do Danni Mnitentag, Diretor de Alianças e Parcerias da Microsoft , Marcelo Santos, Diretor de TI da SGS e Sérgio Ferreira, Diretor Executivo da Iteris.A partir desse evento, o Sérgio Ferreira escreveu um artigo sobre Convergência Digital.Acesse o link e leia agora mesmo!https://lnkd.in/d_rbpD6'",37,0,Transformação Digital,,,
24,iteris-consultoria-e-software,2020-12-19,"Em um ano de tantas incertezas, a Iteris encerra 2020 com um crescimento de 40% e uma nova operação nos EUA, a Briteris, além de manter seu modelo de gestão focado nas pessoas e no desenvolvimento.Segundo Marcelo Santos, a Iteris nasceu em meio à uma mudança do mercado de TI e agora busca se tornar uma Next gen IT Services, oferecendo produtos e serviços de alto valor agregado aos clientes.Clique na imagem e confira a matéria da TI Inside na íntegra.#IT #Crescimento #Iteris #IterisBrasil #IterisSeattle #Nextgen #ITServices https://lnkd.in/eWga8Yp'",193,5,Crescimento,,,
26,iteris-consultoria-e-software,2020-12-19,"Falar sobre criatividade ou técnicas para processos criativos com design thinking com certeza é desmistificar e subverter alguns conceitos populares que acabam modificando a forma que lidamos com esse assunto.Por isso, no artigo de hoje, o Aleson Polizello Matoso, o Paulo Santos e o Wendel Orti Guirao, da área de UX & UI, vão nos ajudar a rever nossos conceitos sobre o tema e abrir nossas mentes para a criatividade.Clique na imagem e leia o artigo na integra.#designthinking #design #criatividade #BlogIteris #Iterishttps://lnkd.in/edcdQU6'",103,1,Conteúdo Técnico,,,
27,iteris-consultoria-e-software,2020-11-19,"A acessibilidade na web tem a ver com empatia e inclusão digital e, no artigo de hoje, escrito pelo Edson Teramoto, Tech Lead, o tema é justamente esse.No texto, ele fala sobre as leis e diretrizes estabelecidas pela legislação brasileira e pelo W3C na busca de um ambiente web mais representativo e disponível para todos.Clique na imagem e leia o artigo na integra.#acessibilidade #web #representatividade #empatia #blogIteris #Iterishttps://lnkd.in/eWiazSm'",94,1,Conteúdo Técnico,,,
28,iteris-consultoria-e-software,2020-12-19,"No último dia 3, com a participação da Neivia Justa, da Dunia Sati e da Taynara Alcântara, a Iteris realizou o webinar Resiliência feminina no mercado de TI - Causas, consequências e quebra de paradigmas.Pautada em dados e reflexões, a conversa demonstrou o quanto os estereótipos de gênero interferem na chegada da mulher ao mercado de trabalho e, posteriormente, ao mercado de tecnologia e exatas.Quer saber mais detalhes?Acesse o link e assista a gravação e reflita.Juntos podemos romper os paradigmas sociais e transformar o setor de tecnologia!#webinar #mulheresnati #resilienciafeminina #estereotipodegenero #hackathon #decola #vostok6 #iterishttps://lnkd.in/gHiMDRm'",77,2,Diversidade,,,
29,iteris-consultoria-e-software,2021-01-18,"Comece o ano garantindo a governança na gestão de acessos da sua empresa.Acesse o link https://lnkd.in/d5v8x8t, faça o download o e-book ""Gestão e governança de acessos - como implementar uma estratégia de adoção efetiva?"" e conheça 10 passos para implementar o processo no seu negócio!#Iteris #CAP2AM #governança #gestãodeacessos'",75,0,Segmentos de Mercado,,,
30,iteris-consultoria-e-software,2020-12-19,"Já fez a sua inscrição no webinar Resiliência feminina no mercado de TI?Não deixe para depois! O bate-papo entre a Neivia Justa, a Dunia Sati e a Taynara Alcântara está marcado para amanhã, 3, às 9h.Participe e vamos juntos romper os paradigmas sociais e transformar o setor de tecnologia!#webinar #mulheresnati #resilienciafeminina #estereotipodegenero #hackathon #decola #vostok6 #iterishttps://lnkd.in/edFE6Yd'",76,1,Diversidade,,,
32,iteris-consultoria-e-software,2020-10-20,"Conduzir uma equipe com o objetivo de torná-la mais eficiente e auxiliar na resolução de problemas, já não é uma tarefa fácil quando feita presencialmente. Agora, em tempos de home office, a facilitação ganhou alguns novos obstáculos.Clique na imagem e veja algumas dicas do Wagner Basso, Agile Master aqui na Iteris..#facilitação #timesageis #homeoffice #blogIteris #Iterishttps://lnkd.in/eMzQRbq'",60,0,Conteúdo Técnico,,,
33,iteris-consultoria-e-software,2020-11-19,"Entender o processo de build de uma aplicação iOS é a chave para ficar cada vez mais independente do XCode nas aplicações.No artigo de hoje, escrito pelo Rafael Freitas, MBA, nosso Squad Leader - Mobile, você aprenderá, em apenas 5 passos, como compreender melhor os enigmas dessa plataforma.#iOS #XCode #Mobile #Blog #BlogIteris #Iterishttps://lnkd.in/ejN__4X'",72,0,Conteúdo Técnico,,,
34,iteris-consultoria-e-software,2021-01-18,"Já conhece o novo site do CAP Platform? A nova página, além de mais moderna e com fácil acesso aos nossos produtos, também traz conteúdos como artigos e e-books para você se atualizar.Acesse o link e conheça https://lnkd.in/gRaQUQb#CAPPlatform #CAPProcurement #CAP2AM #CAPWorkflow'",141,0,Segmentos de Mercado,,,
35,iteris-consultoria-e-software,2020-11-19,"Normalmente estimuladas as brincadeiras relacionadas à esfera do cuidado, como boneca e casinha, as mulheres ainda enfrentam uma forte pressão cultural no setor de TI.De acordo com o PNAD, 79% das mulheres que ingressam em cursos relacionados à área abandonam a faculdade ainda no primeiro ano, muita  das vezes desacreditadas pela sociedade. E partindo do pressuposto que é o estímulo que determina o entusiasmo, estamos aqui para encorajá-las e apoiá-las na desconstrução desse paradigma.Participe do Hackathon Decola – Edição Vostok 6.Clique na imagem e cadastre-se agora mesmo. #hackathon #decola #vostok6 #hdvostok6 #estágio #mulheresEmTI #iterishttps://lnkd.in/evgjk3C'",109,9,Diversidade,,,
